"Nation_fk" "Region5" "Region6" "Ctry_EditorialName" "Question_Year" "GRI_Q_1" "GRI_Q_2" "GRI_Q_3" "GRI_Q_4" "GRI_Q_5" "GRI_Q_6" "GRI_Q_7" "GRI_Q_8" "GRI_Q_9" "GRI_Q_10" "GRI_Q_11" "GRI_Q_11_Christianity" "GRI_Q_11_Islam" "GRI_Q_11_Buddhism" "GRI_Q_11_Hinduism" "GRI_Q_11_Judaism" "GRI_Q_11_Folk_Religions" "GRI_Q_11_Other_Religions" "GRI_Q_12" "GRI_Q_13" "GRI_Q_14" "GRI_Q_15" "GRI_Q_16" "GRI_Q_16_reasons" "GRI_Q_17" "GRI_Q_18" "GRI_Q_19" "GRI_Q_19_extent" "GRI_Q_19_Abuse" "GRI_Q_19_Deaths" "GRI_Q_19_Displacements" "GRI_Q_19_Detentions" "GRI_Q_19_Property_Damage" "GRI_Q_20_1" "GRI_Q_20_2" "GRI_Q_20_3" "GRI_Q_20_3_a" "GRI_Q_20_3_b" "GRI_Q_20_3_c" "GRI_Q_20_4" "GRI_Q_20_5" "SHI_Q_1_Harassment" "SHI_Q_1_PropertyDamage" "SHI_Q_1_Detentions" "SHI_Q_1_Displacements" "SHI_Q_1_Assaults" "SHI_Q_1_Deaths" "SHI_Q_1_Extent" "SHI_Q_1_harass_Christianity" "SHI_Q_1_harass_Islam" "SHI_Q_1_harass_Buddhism" "SHI_Q_1_harass_Hinduism" "SHI_Q_1_harass_Judaism" "SHI_Q_1_harass_Folk_Religions" "SHI_Q_1_harass_Other_Religions" "SHI_Q_2" "SHI_Q_3" "SHI_Q_4" "SHI_Q_4_extent" "SHI_Q_5" "SHI_Q_5_extent" "SHI_Q_6" "SHI_Q_7" "SHI_Q_8" "SHI_Q_9" "SHI_Q_10" "SHI_Q_11" "SHI_Q_12" "SHI_Q_13" "GRX_22_blasphemy" "GRX_22_apostasy" "GRX_22_hate_speech" "GRX_22_criticism_of_religion" "GRX_30"
"347" 58 "Americas                " "Latin America-Caribbean " "Dominican Republic              " 2010 0 0 0.33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 0 1 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA
"348" 58 "Americas                " "Latin America-Caribbean " "Dominican Republic              " 2011 0.5 0.67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA
"349" 58 "Americas                " "Latin America-Caribbean " "Dominican Republic              " 2012 0.5 0.67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA
"350" 58 "Americas                " "Latin America-Caribbean " "Dominican Republic              " 2013 0.5 0.67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"351" 59 "Americas                " "Latin America-Caribbean " "Ecuador                         " 2007 0 0.33 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.67 1 0.2 0.2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.17 0 0 0 0 0 1 0 0 0 0 0 0 0 0.67 0 0 0 0 0 0 0 NA NA NA NA NA
"352" 59 "Americas                " "Latin America-Caribbean " "Ecuador                         " 2008 0 0.33 0 0 0 1 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0.17 0 0 0 0 0 0 0 0 0 0 0 0 0 0.67 0 0 0 0 0 0 0 NA NA NA NA NA
"353" 59 "Americas                " "Latin America-Caribbean " "Ecuador                         " 2009 0 0.33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.67 0 0 0 0 0 0 0 0 0.75 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA
"354" 59 "Americas                " "Latin America-Caribbean " "Ecuador                         " 2010 0 0.33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0.75 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA
"355" 59 "Americas                " "Latin America-Caribbean " "Ecuador                         " 2011 0 0.33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0.75 1 1 1 0 0 0 1 0 0 0 0 0 0.17 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA
"356" 59 "Americas                " "Latin America-Caribbean " "Ecuador                         " 2012 0 0.33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0.75 1 1 1 0 0 0 1 0 0 0 0 0 0.17 0 1 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 0 0 0 0 NA
"357" 59 "Americas                " "Latin America-Caribbean " "Ecuador                         " 2013 0 0.33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0.5 0.5 0 0 0 0 1 0 0 0 0 0 0.17 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"358" 60 "Middle East-North Africa" "Middle East-North Africa" "Egypt                           " 2007 0.5 0.67 0.67 1 0.5 1 1 1 0.5 0 1 1 1 0 0 1 0 1 1 1 1 0 1 1 0 1 1 0.8 0.2 0 0.8 0 0 1 1 1 1 0 1 0 1 1 1 0 0 1 0 0.5 1 0 0 0 1 0 0 0.5 1 1 0.25 0 0 0.67 1 1 1 1 0 0.5 0.5 NA NA NA NA NA
"359" 60 "Middle East-North Africa" "Middle East-North Africa" "Egypt                           " 2008 0.5 0.67 0.67 1 0.5 0.5 1 1 0.5 1 1 1 1 0 0 1 0 1 1 1 1 0 1 1 1 1 1 0.8 0.2 0.2 0.6 0.8 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0.83 1 0 0 0 0 0 0 1 1 1 0.25 0 0 1 1 1 1 1 0 0 1 NA NA NA NA NA
"360" 60 "Middle East-North Africa" "Middle East-North Africa" "Egypt                           " 2009 0.5 0.67 0.67 1 0.5 0.5 1 1 0.5 1 1 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0.8 0.4 0 0.2 0.6 0.4 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0.83 1 0 0 0 0 0 1 1 1 1 0.75 0 0 1 1 1 1 1 0 0 1 NA NA NA NA NA
"361" 60 "Middle East-North Africa" "Middle East-North Africa" "Egypt                           " 2010 0.5 0.67 1 1 1 0.5 1 1 0 1 1 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0.8 0.4 0.2 0.2 0.8 0.2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 0 1 1 1 0.5 0 0 1 0.33 1 1 1 1 0 1 1 1 0 1 NA
"362" 60 "Middle East-North Africa" "Middle East-North Africa" "Egypt                           " 2011 0.5 0.67 1 1 1 0.5 1 1 0.5 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0.8 0.6 0.4 0.6 0.8 0.2 1 1 1 1 1 1 0 1 1 1 0 0 1 1 0.67 1 1 0 0 1 0 0 0 1 1 1 1 0.25 1 1 1 1 1 1 0 1 1 1 0 1 NA
"363" 60 "Middle East-North Africa" "Middle East-North Africa" "Egypt                           " 2012 0.5 0.67 1 1 1 0.5 1 1 0.5 1 1 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0.6 0.6 0.4 0.4 0.4 0.2 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 0 1 0 0 1 1 1 0.75 0 0 1 1 1 1 1 1 0 1 1 1 0 1 NA
"364" 60 "Middle East-North Africa" "Middle East-North Africa" "Egypt                           " 2013 0.5 0.67 1 1 0.5 0.5 1 1 0.5 1 1 1 1 0 0 1 0 1 1 1 1 0 1 1 1 1 1 0.8 0 0.6 0 0.8 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 0 0 1 1 1 1 1 0 0 1 1 1 0 1 0
"365" 61 "Americas                " "Latin America-Caribbean " "El Salvador                     " 2007 0 0.67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 0 0.75 0 0 0 0 0 0 1 0 0 0 0 0 0.17 1 0 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 NA NA NA NA NA
"366" 61 "Americas                " "Latin America-Caribbean " "El Salvador                     " 2008 0 0.67 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0.17 0 0 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 NA NA NA NA NA
"367" 61 "Americas                " "Latin America-Caribbean " "El Salvador                     " 2009 0 0.67 0 0 0 1 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 1 0.75 0.5 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA
"368" 61 "Americas                " "Latin America-Caribbean " "El Salvador                     " 2010 0 0.67 0 0 0 1 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 1 0.75 0.5 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 NA
"369" 61 "Americas                " "Latin America-Caribbean " "El Salvador                     " 2011 0 0.67 0 0 0 1 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.67 0 0 0 0 0 0 0 1 0.75 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 NA
"370" 61 "Americas                " "Latin America-Caribbean " "El Salvador                     " 2012 0 0.67 0 0 0 1 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 1 0.75 1 0 1 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 NA
"371" 61 "Americas                " "Latin America-Caribbean " "El Salvador                     " 2013 0 0.67 0 0 0 1 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 1 0.75 0.5 0 0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
"372" 62 "Sub-Saharan Africa      " "Sub-Saharan Africa      " "Equatorial Guinea               " 2007 0 0 0.33 0.33 1 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0.2 0 0 0 0.2 0 0 0.5 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA
"373" 62 "Sub-Saharan Africa      " "Sub-Saharan Africa      " "Equatorial Guinea               " 2008 0 0 0.33 0.33 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.67 0 0 0 0 0.67 1 0.2 0 0 0 0.2 0 0 0.5 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA
"374" 62 "Sub-Saharan Africa      " "Sub-Saharan Africa      " "Equatorial Guinea               " 2009 0 0 0.33 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA
"375" 62 "Sub-Saharan Africa      " "Sub-Saharan Africa      " "Equatorial Guinea               " 2010 0 0 0.33 0.33 1 0 0 1 0 0 0.5 1 0 0 0 0 0 0 0 0 0.67 0 0 0 0 0.67 0 0 0 0 0 0 0 0 0.75 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA
"376" 62 "Sub-Saharan Africa      " "Sub-Saharan Africa      " "Equatorial Guinea               " 2011 0 0 0.33 0.67 1 0 0 1 0 0 0.5 1 0 0 0 0 0 0 0 0 0.67 0 0 0 0 0.67 0 0 0 0 0 0 0 0 0.5 1 0.5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA
"377" 62 "Sub-Saharan Africa      " "Sub-Saharan Africa      " "Equatorial Guinea               " 2012 0 0 0.33 0.67 1 0 0 1 0 0 0.5 1 0 0 0 0 0 0 0 0 0.67 0 0 0 0 0.67 0 0 0 0 0 0 0 1 0.5 0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA
"378" 62 "Sub-Saharan Africa      " "Sub-Saharan Africa      " "Equatorial Guinea               " 2013 0 0 0.33 0.67 0 0 0 1 0 0 0.5 1 0 0 0 0 0 0 0 0 0.67 0 0 0 0 0.67 0 0 0 0 0 0 0 1 0.5 0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"379" 63 "Sub-Saharan Africa      " "Sub-Saharan Africa      " "Eritrea                         " 2007 1 1 0.67 1 0.5 0.5 1 1 0.5 0 1 1 1 0 0 0 0 0 1 1 1 0 0 0 1 1 1 0.6 0.2 0.2 0.2 0.6 0.4 1 0.5 0 0 0 0 0 0 1 0 0 0 0 0 0.17 1 0 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 NA NA NA NA NA
"380" 63 "Sub-Saharan Africa      " "Sub-Saharan Africa      " "Eritrea                         " 2008 1 1 0.67 1 0.5 0.5 1 1 0.5 0 1 1 1 0 0 0 0 1 1 1 1 0 0 0 1 1 1 0.8 0.2 0.2 0.4 0.8 0.2 1 0.5 0 0 0 0 0 0 1 0 0 0 0 0 0.17 1 0 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0.5 0 NA NA NA NA NA
"381" 63 "Sub-Saharan Africa      " "Sub-Saharan Africa      " "Eritrea                         " 2009 1 1 0.67 1 0.5 0.5 1 1 1 1 1 1 1 0 0 0 1 1 1 0 1 0 1 1 1 1 1 0.8 0.2 0.2 0 0.8 0.8 1 0.5 1 0 0 1 0 0 1 0 0 0 0 0 0.17 1 0 0 0 0 0 0 0 0 1 0.25 0 0 0.33 0 0 0 0 0 0 0 NA NA NA NA NA
"382" 63 "Sub-Saharan Africa      " "Sub-Saharan Africa      " "Eritrea                         " 2010 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 0 0 0 1 0 1 0 0 0 1 1 1 0.8 0.8 0.2 0 0.8 0.2 1 0.5 1 0 0 1 0 1 1 0 0 0 0 0 0.17 1 0 0 0 0 0 0 0 0 1 0.25 0 0 0.33 0 0 0 0 0 0 0 0 0 0 0 NA
"383" 63 "Sub-Saharan Africa      " "Sub-Saharan Africa      " "Eritrea                         " 2011 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 0 0 1 1 0 1 0 0 0 0 1 1 1 0.4 0.4 1 0.8 0 1 0.5 1 0 0 1 0 1 1 0 0 0 0 0 0.17 1 0 0 0 0 0 0 0 0 1 0.25 0 0 0.33 0 0 0 0 0 0 0 0 0 0 0 NA
"384" 63 "Sub-Saharan Africa      " "Sub-Saharan Africa      " "Eritrea                         " 2012 1 1 1 1 1 0.5 1 1 1 0 1 1 1 0 0 0 0 1 1 0 1 0 1 1 1 1 1 1 0.4 0.2 1 0.8 0 0 0.5 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA
"385" 63 "Sub-Saharan Africa      " "Sub-Saharan Africa      " "Eritrea                         " 2013 1 1 1 1 1 0.5 1 1 0 0 1 1 0 0 0 0 0 1 1 0 1 0 0 0 1 1 1 0.8 0.4 0.2 0.6 0.8 0.4 1 0.5 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"386" 64 "Europe                  " "Europe                  " "Estonia                         " 2007 0 0.67 0 0 0 0 0 0 0 0 0.5 1 0 0 0 0 0 0 0 0 0.67 0 0 0 0 0.33 0 0 0 0 0 0 0 0 0 0.5 0.5 0.5 0 0 0 1 1 0 0 0 0 0.33 1 0 0 0 0 0 0 0 0 0 0 0 0 0.67 0 0 0 0 0 0 0 NA NA NA NA NA
"387" 64 "Europe                  " "Europe                  " "Estonia                         " 2008 0 0.67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.67 0 0 0 0 0.33 0 0 0 0 0 0 0 0 0.25 0.5 0.5 0.5 0 0 0 0 0 0 0 1 0 0.17 0 0 0 0 0 0 0 0 0 0 0 0 0 0.67 0 0 0 0 0 0 0 NA NA NA NA NA
"388" 64 "Europe                  " "Europe                  " "Estonia                         " 2009 0 0.67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0.2 0 0 0 0 0.2 0 0 0.5 0.5 0 0 0 0 1 1 0 0 0 0 0.33 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA
"389" 64 "Europe                  " "Europe                  " "Estonia                         " 2010 0 0.67 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0.25 1 0.5 1 0 0 0 1 1 0 0 0 0 0.33 0 0 0 0 1 0 0 0 0 0 0 0 0 0.67 0 0 0 0 0 0 0 0 0 0 0 NA
"390" 64 "Europe                  " "Europe                  " "Estonia                         " 2011 0 0.67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.67 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0.5 1 0 0 0 1 0 0 0 0 0 0.17 0 0 0 0 1 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 0 0 0 0 NA
"391" 64 "Europe                  " "Europe                  " "Estonia                         " 2012 0 0.67 0 0.33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.67 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0.5 0.5 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 0 0 0 0 NA
"392" 64 "Europe                  " "Europe                  " "Estonia                         " 2013 0 0.67 0 0.33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.67 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0.5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"393" 65 "Sub-Saharan Africa      " "Sub-Saharan Africa      " "Ethiopia                        " 2007 0 0.67 0.33 0.33 1 0 0 0 0.5 0 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0.2 0.2 0 0 0 0 0 0.5 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 1 0 1 0.25 1 0.25 1 0.33 1 0 1 0 0 1 NA NA NA NA NA
"394" 65 "Sub-Saharan Africa      " "Sub-Saharan Africa      " "Ethiopia                        " 2008 0 0.67 0.33 0 0 0 0 1 0.5 0 0.5 1 1 0 0 0 0 0 1 0 0.33 0 0 0 0 1 1 0.2 0 0.2 0 0.2 0 0 0.5 1 0 1 0 0 0 1 1 0 0 1 1 0.67 1 0 0 0 0 0 0 1 0 1 0.25 1 0.25 0.67 0.33 1 0 0 0 0 0 NA NA NA NA NA
"395" 65 "Sub-Saharan Africa      " "Sub-Saharan Africa      " "Ethiopia                        " 2009 0 0.67 0.33 1 0 0 0 0 0.5 1 0.5 1 1 0 0 0 0 0 0 1 0 0 1 0.33 0 1 1 0.4 0.2 0.2 0 0.4 0 0 0.5 1 0 1 0 0 0 1 0 0 0 1 1 0.5 1 1 0 0 0 0 0 1 1 1 0.75 0 0 1 0.33 1 0 0 0 1 0 NA NA NA NA NA
"396" 65 "Sub-Saharan Africa      " "Sub-Saharan Africa      " "Ethiopia                        " 2010 0 0.67 0.33 0.67 0 0.5 0 1 0.5 1 1 1 1 0 0 0 0 0 0 1 0 0 1 0.33 0 0.67 1 0.4 0 0 0 0.4 0 0 0.5 1 0.5 1 0.5 0 1 1 1 0 0 1 1 0.67 1 0 0 0 0 0 0 0.5 1 1 0.25 0 0 1 0 1 0 1 0 1 0 0 0 0 1 NA
"397" 65 "Sub-Saharan Africa      " "Sub-Saharan Africa      " "Ethiopia                        " 2011 0 0.67 0.33 0.67 0 0.5 0 1 0.5 1 1 1 1 0 0 0 0 0 0 1 0 0 1 0.33 1 1 1 0.4 0 0 0 0.4 0 0 0.5 1 0 1 0 0 1 1 1 0 1 1 1 0.83 1 1 0 0 0 0 0 1 1 1 0.25 0 0 1 0.67 1 1 1 0 0 1 0 0 0 1 NA
"398" 65 "Sub-Saharan Africa      " "Sub-Saharan Africa      " "Ethiopia                        " 2012 0 0.67 0.33 0.67 0.5 0 0 1 0 1 1 0 1 0 0 0 0 0 1 0 1 0 1 0.33 1 1 1 0.8 0.8 0.4 0 0.8 0 0 0.5 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0.25 0 0 0.67 1 1 1 1 0 0 1 0 0 0 1 NA
"399" 65 "Sub-Saharan Africa      " "Sub-Saharan Africa      " "Ethiopia                        " 2013 0 0.67 0.33 1 0 0 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0.67 0 1 0.33 1 1 1 0.8 0.2 0.2 0 0.8 0.2 0 0.5 1 1 1 0 0 1 1 0 0 0 0 1 0.33 0 1 0 0 0 0 0 1 0 1 0.75 0 0 0.67 1 1 0 1 0 0 0.5 0 0 1 1 0
"400" 68 "Asia-Pacific            " "Asia-Pacific            " "Fiji                            " 2007 0 0.67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0.17 1 0 0 1 0 0 0 0 0 0 0 0 0 0.67 0 1 0 1 0 0.5 0 NA NA NA NA NA
"401" 68 "Asia-Pacific            " "Asia-Pacific            " "Fiji                            " 2008 0 0.67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0.25 0 0 0 0 0 0 1 1 0 0 0 0 0.33 1 1 0 1 0 0 0 0 0 0 0 0 0 0.67 0 0 0 0 0 0.5 0 NA NA NA NA NA
"402" 68 "Asia-Pacific            " "Asia-Pacific            " "Fiji                            " 2009 0 0.67 0.33 0 0 0 0 0 0 0 0.5 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.75 1 0 0 1 0 0 1 1 0 0 0 0 0.33 0 1 0 1 0 0 0 0 0 0 0 0 0 0.67 0 0 0 0 0 0.5 0 NA NA NA NA NA
"403" 68 "Asia-Pacific            " "Asia-Pacific            " "Fiji                            " 2010 0 0.67 0.33 0.67 0.5 0 0 1 0 0 1 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0.33 1 0.4 0 0 0 0.4 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0.33 0 0 0 1 0 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0.5 0 0 0 1 1 NA
"404" 68 "Asia-Pacific            " "Asia-Pacific            " "Fiji                            " 2011 0 0.67 0.33 0.67 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 0 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 NA
"405" 68 "Asia-Pacific            " "Asia-Pacific            " "Fiji                            " 2012 0 0.67 0.33 0.67 0 0 0 1 0 1 0.5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0.33 1 0 0 1 0 0 0 0 0 0 0 0 0 0.33 0 0 1 0 0 0.5 0 0 0 1 1 NA
"406" 68 "Asia-Pacific            " "Asia-Pacific            " "Fiji                            " 2013 0 0.33 0 0.33 0 1 0 1 0 0 0.5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0.33 1 0 0 0 0 0 0 0 0 0 0 0 0 0.33 0.33 0 1 0 0 0.5 0 0 0 1 1 0
"407" 69 "Europe                  " "Europe                  " "Finland                         " 2007 0 0 0.33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.33 1 0.2 0 0 0 0.2 0 1 0.5 0 0 0 0 0 0 1 0 0 0 0 0 0.17 0 1 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0.5 0 NA NA NA NA NA
"408" 69 "Europe                  " "Europe                  " "Finland                         " 2008 0 0 0 0.33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.67 1 0.4 0 0 0 0.4 0 1 0.5 0.5 0.5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0.5 0 NA NA NA NA NA
"409" 69 "Europe                  " "Europe                  " "Finland                         " 2009 0 0 0.33 0.33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0.4 0 0 0 0.2 0 1 1 1 0.5 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 NA NA NA NA NA
